contactId,customerTypeCode,preferredContactMethod,BranchName,accountId,jobTitle,FullName,department,birthDate,annualIncome,MaritalStatus,numberOfChildren,TelePhone,Address_id
6012,Individuals Joint,Email,Grimes-Reinger,605,Safety Technician IV,Elihu Pesak,Training,11/2/1980,37141288,Married,3,0115-1316,317
6033,Clubs and Associations,Fax,Glover-Shanahan,854,Quality Engineer,Josephina Roizin,Marketing,1/3/1984,63893134,Married,4,68788-9116,113
6049,Clubs and Associations,Office,Reichert LLC,871,Tax Accountant,Lita Arrighetti,Training,5/20/1997,99627562,Single,2,0069-2589,114
6090,Trusts,Mobile,Donnelly-Kassulke,804,Occupational Therapist,Ly Williamson,Human Resources,1/24/1972,39677659,Single,3,55910-384,176
6070,Clubs and Associations,Fax,Feeney Inc,484,Senior Financial Analyst,Ulrikaumeko Hasel,Business Development,8/22/1985,90798116,Single,1,36987-2433,869
6056,Limited Liability,Email,Conn and Sons,737,Assistant Media Planner,Camile Alben,Accounting,8/17/1965,23183893,Married,4,68788-9774,285
6043,Companies,Office,Schumm LLC,522,Web Designer III,Fairlie MacGinlay,Accounting,10/2/1966,85110209,Married,4,54868-5126,950
6015,Clubs and Associations,Mobile,Lakin-Williamson,813,Media Manager I,Em Langthorne,Services,1/24/1967,72956857,Single,3,0078-0604,72
6011,Partnership Firms,Mobile,DuBuque LLC,211,Developer III,Felic Rickeard,Support,8/8/1976,68577433,Single,2,62742-4058,277
6097,Companies,Mobile,Jerde and Sons,908,Software Test Engineer I,Hazlett Sokale,Support,10/4/1987,91103080,Married,4,0406-9911,822
6073,Trusts,Mobile,"Dibbert, Cummings and Volkman",788,Research Associate,Emlyn Kiellor,Research and Development,12/1/1964,39689769,Married,2,11429-1001,948
6092,Companies,Fax,"Kuvalis, Conn and Boehm",828,VP Quality Control,Darby Rushmare,Business Development,8/24/1966,20046121,Single,3,66472-023,299
6046,Trusts,Fax,Brown LLC,490,Professor,Marabel Tiner,Accounting,6/13/1997,8166052,Married,2,66116-360,747
6030,Clubs and Associations,Fax,Hyatt LLC,833,Product Engineer,Sheela Arnau,Marketing,4/15/1990,73972258,Married,1,66887-003,572
6086,Partnership Firms,Office,Kutch-Greenholt,332,Administrative Assistant III,Giovanna Alten,Marketing,6/26/1998,1476373,Married,6,55648-422,904
6014,Companies,Fax,"Spencer, Johns and Braun",64,Media Manager III,Liuka Kauschke,Business Development,10/9/1972,39466122,Single,1,63777-308,256
6018,Companies,Email,"Terry, Murazik and Ryan",667,Software Consultant,Suzette Robun,Research and Development,9/4/1963,89000147,Single,3,55289-023,547
6049,Limited Liability,Office,Willms and Sons,729,GIS Technical Architect,Shannon Siveter,Human Resources,9/23/1977,13864885,Married,2,0781-9253,847
6034,Individuals Joint,Fax,"Purdy, Murazik and Kreiger",935,Social Worker,Janelle Isac,Legal,11/10/1978,34712434,Single,1,63629-4311,292
6031,Companies,Mobile,Bins-Torp,847,Accountant II,Kimball Barbrick,Services,9/22/1971,76128822,Married,3,76282-239,940
6093,Companies,Fax,Kozey-MacGyver,532,Senior Editor,Rosalynd Colomb,Marketing,2/24/1978,91090400,Married,3,0187-0795,760
6000,Trusts,Email,Schoen and Sons,183,Community Outreach Specialist,Marcel Buchanan,Engineering,1/15/1966,42723212,Married,1,68472-132,769
6037,Clubs and Associations,Office,Howell and Sons,942,Desktop Support Technician,Ruprecht Sachno,Human Resources,9/11/1961,81370042,Married,2,36987-1287,368
6050,Companies,Email,Tremblay and Sons,639,Director of Sales,Hilton Bachmann,Product Management,12/13/1985,54583309,Single,6,43598-006,72
6079,Companies,Mobile,"Cruickshank, Funk and Schmidt",640,Statistician III,Adriano Pesic,Training,5/28/1977,66545954,Single,2,52125-122,791
6001,Trusts,Mobile,Hudson and Sons,915,Marketing Manager,Arni Press,Accounting,8/19/1998,87847648,Single,4,0781-2054,45
6052,Clubs and Associations,Office,MacGyver Inc,951,Product Engineer,Arda Flather,Sales,3/17/1976,13517058,Married,1,68428-725,59
6032,Clubs and Associations,Fax,"Kessler, Hudson and Turcotte",826,Research Nurse,Rudd Chomicki,Legal,11/28/1986,86314407,Married,6,55154-9727,285
6066,Partnership Firms,Mobile,Beatty Inc,928,Budget/Accounting Analyst III,Darrin Brawson,Legal,2/9/1968,38220935,Married,6,23594-505,59
6028,Partnership Firms,Fax,Wuckert-Kulas,355,Technical Writer,Belle Habert,Services,10/23/1999,27718628,Single,6,45802-083,547
6047,Companies,Mobile,Parker-Quitzon,533,Analog Circuit Design manager,Kimbra Baradel,Engineering,3/7/1990,71423307,Single,6,41520-049,146
6065,Limited Liability,Mobile,Gusikowski LLC,291,Financial Analyst,Juli Jentin,Support,3/23/1985,6904564,Married,2,49967-627,301
6069,Limited Liability,Office,"Hand, Jones and Rath",935,Civil Engineer,Rollo Hillborne,Legal,10/18/1968,41955552,Single,3,64024-969,371
6006,Partnership Firms,Office,Cremin Inc,132,VP Sales,Phillis Chavez,Product Management,9/16/1993,77842633,Married,3,0527-1379,14
6027,Clubs and Associations,Mobile,Olson Inc,642,Account Representative IV,Rustie Carncross,Engineering,4/7/1977,9590178,Single,1,57243-641,186
6058,Clubs and Associations,Mobile,Bogan-Macejkovic,7,Structural Analysis Engineer,Freemon Braybrook,Accounting,9/27/1992,13642664,Single,3,36987-1868,425
